,ricf_oid,ba_ntr,ba_fdt,ba_fnd,ba_evl,ao_ad,ao_adn,fa_dine_this,fa_dinu_this,fp_ntt_end,fp_tt_end
400,2975,公募基金会,2012-06-15,400.00,未参评,"3,600.00",0.00,0.00,"3,600.00","16,994,825.63","16,994,825.63"
401,4482,非公募基金会,2015-03-31,200.00,未参评,"10,000,000.00",0.00,0.00,"10,000,000.00","11,759,828.31","11,815,332.31"
402,1819,公募基金会,2011-07-04,400.00,未参评,0.00,0.00,0.00,0.00,"20,928,929.22","20,928,929.22"
403,73,非公募基金会,1993年06月18日,200.0,未参评,648800.6,3945879.89,0.0,4594680.49,54086433.78,54532292.96
404,2199,非公募基金会,2007-02-12,200.00,--,0.00,0.00,0.00,0.00,"-61,000.00","39,000.00"
405,17,非公募基金会,2005年03月28日,300.0,未参评,33248325.31,0.0,17503164.03,15745161.28,153496584.47,156540300.59
406,5351,非公募基金会,2016-06-27,200.00,--,"2,769,245.40",0.00,"744,086.60","2,025,158.80","2,333,069.72","2,415,569.72"
407,14,非公募基金会,2009年05月14日,500.0,未参评,0.0,0.0,0.0,0.0,1589055.28,1590245.08
408,3568,公募基金会,2013年08月09日,400.0,未参评,1618510.83,0.0,700000.0,918510.83,5034650.02,5057497.11
409,4335,非公募基金会,2015年02月15日,400.0,,3096446.3,0.0,0.0,3096446.3,5778023.61,5784663.61
410,212,非公募基金会,2009-09-02,"2,046.00",4A,"40,378,888.25","1,204,115.00","41,577,992.25","5,011.00","110,864,497.19","111,011,826.89"
411,3074,非公募基金会,1991-07-05,200.00,3A,0.00,0.00,0.00,0.00,"4,542,698.98","4,542,698.98"
412,2720,公募基金会,2008-06-27,500.00,2A,0.00,0.00,0.00,0.00,"1,016,112.36","1,016,112.36"
413,1092,公募基金会,2008-12-28,"2,400.00",4A,0.00,0.00,0.00,0.00,"24,310,198.95","24,475,198.95"
414,5160,非公募基金会,2016-05-09,200.00,--,"8,876.00",0.00,0.00,"8,876.00","1,597,687.85","1,702,921.35"
415,128,非公募基金会,2012年03月29日,400.0,未参评,0.0,0.0,337800.0,0.0,5362306.98,5362306.98
416,395,非公募基金会,2013-06-05,200.00,未参评,"75,150.00",0.00,"71,150.00","4,000.00","2,648.82","2,648.82"
417,96,公募基金会,2007年06月08日,1000.0,未参评,3339432.24,0.0,0.0,3339432.24,29206008.98,30427941.75
418,4953,非公募基金会,2016-01-30,200.00,--,"2,000,000.00",0.00,0.00,"2,000,000.00","1,844,463.28","1,844,463.28"
419,4789,非公募基金会,2015-11-11,200.00,未参评,0.00,0.00,0.00,0.00,"1,997,688.64","2,036,992.88"
420,233,公募基金会,1991-03-05,800.00,3A,"21,446,000.47","1,592,952.10","23,038,952.57",0.00,"26,438,474.97","33,575,965.51"
421,45,非公募基金会,2008年05月30日,200.0,未参评,4398478.56,0.0,0.0,4398478.56,4531169.68,4766230.18
422,2831,非公募基金会,1993-05-24,300.00,5A,0.00,0.00,0.00,0.00,"3,654,225.01","3,654,225.01"
423,5313,非公募基金会,2016年12月02日,200.0,--,0.0,0.0,0.0,2000000.0,2000000.0,2000000.0
424,3319,公募基金会,2005-02-28,400.00,未参评,"12,737,833.10","240,000.00","1,740,000.00","11,237,833.10","43,420,986.45","49,889,317.44"
425,4870,非公募基金会,2015-11-25,"1,000.00",--,"23,000,000.00",0.00,"23,000,000.00",0.00,0.00,0.00
426,145,非公募基金会,2012年12月05日,500.0,未参评,0.0,0.0,0.0,31300000.0,130680696.02,130682619.34
427,102,非公募基金会,2011年12月19日,200.0,未参评,1484692.23,0.0,1369511.89,115180.34,2586708.64,2611780.64
428,3350,公募基金会,1985-04-09,400.00,4A,0.00,"3,144,000.00",0.00,"3,144,000.00","15,539,848.42","15,648,948.42"
429,3336,公募基金会,2013-05-14,447.00,未参评,0.00,0.00,0.00,0.00,"13,025,589.02","13,742,389.02"
430,4009,非公募基金会,2014-09-01,200.00,未参评,"23,755,928.18",0.00,"23,755,928.18",0.00,"2,064,110.57","2,064,110.57"
431,3674,非公募基金会,2014年02月21日,400.0,未参评,0.0,0.0,6386864.39,7958.0,14542837.52,14551188.2
432,1869,非公募基金会,2009-04-29,200.00,未参评,"66,953.40",0.00,0.00,"66,953.40","4,322,559.44","4,322,559.44"
433,307,非公募基金会,2010-01-14,200.00,5A,"345,900.00",0.00,0.00,"345,900.00","3,490,561.60","3,644,089.60"
434,3338,非公募基金会,2006-08-28,300.00,4A,0.00,0.00,0.00,0.00,"10,235,555.24","10,235,555.24"
435,147,非公募基金会,2010年08月26日,500.0,未参评,0.0,0.0,0.0,0.0,1511360.16,11495698.04
436,5111,非公募基金会,2016-05-23,200.00,--,"4,480,568.76",0.00,"1,961,000.00","2,519,568.76","3,340,519.25","3,343,129.25"
437,4786,非公募基金会,2015-10-19,300.00,未参评,"1,000,000.00",0.00,0.00,"1,000,000.00","3,603,499.55","3,603,499.55"
438,2314,公募基金会,1994-09-06,400.00,4A,"1,062,124.47",0.00,200.00,"1,061,924.47","24,385,959.92","25,402,988.39"
439,2666,非公募基金会,2008-05-06,"2,000.00",5A,"351,888,530.60",0.00,"239,475,374.68","112,413,155.92","433,076,868.17","437,836,320.97"
440,3253,公募基金会,2013-09-17,500.00,未参评,"60,000.00",0.00,"60,000.00",0.00,"902,084.53","5,902,084.53"
441,4281,非公募基金会,2015-01-13,200.00,未参评,"300,000.11",0.00,0.00,"300,000.11","1,152,259.47","1,152,259.47"
442,149,非公募基金会,1992年03月30日,200.0,未参评,0.0,0.0,0.0,0.0,2498714.0,2574214.0
443,36,非公募基金会,1999年05月27日,4000.0,5A,0.0,0.0,0.0,5693026.54,208130380.05,208132445.12
444,3430,非公募基金会,2007-09-24,200.00,2A,"1,144,900.00",0.00,"1,042,900.00","102,000.00","3,780,406.47","3,780,406.47"
445,3206,公募基金会,2009-03-31,500.00,3A,"5,201,568.00",0.00,0.00,"5,201,568.00","15,901,705.30","15,914,101.31"
446,1805,公募基金会,1994-12-03,504.00,未参评,0.00,0.00,0.00,0.00,"8,563,118.48","21,565,118.48"
447,5050,非公募基金会,2016年07月16日,500.0,--,0.0,0.0,0.0,5000000.0,5002937.99,5027553.62
448,892,非公募基金会,2007-04-20,280.00,4A,"771,110.71",0.00,0.00,"771,110.71","9,720,209.90","9,720,209.90"
449,325,非公募基金会,2013-12-20,200.00,未参评,"1,729,675.40",0.00,"184,501.00","1,545,174.40","2,729,011.92","2,729,534.62"
450,185,公募基金会,2007-03-22,800.00,4A,"186,069,633.60","28,423,407.80","214,451,990.91","41,050.49","241,349,463.36","254,533,982.98"
451,310,非公募基金会,2012-10-26,200.00,未参评,"600,000.00",0.00,0.00,"600,000.00","1,915,824.25","1,935,824.25"
452,3883,非公募基金会,2014-06-20,500.00,未参评,"120,000.00",0.00,0.00,"120,000.00","5,007,978.31","5,012,368.84"
453,267,公募基金会,2010-07-19,"5,000.00",4A,"53,151,631.41","228,988.00","53,153,126.41","227,493.00","154,790,238.56","154,995,985.36"
454,3509,公募基金会,2013-07-08,"3,000.00",未参评,0.00,0.00,0.00,0.00,"22,830,371.21","22,991,546.11"
455,29,非公募基金会,2005年04月04日,200.0,未参评,515500.0,0.0,0.0,515500.0,3138272.2,3138272.2
456,4381,公募基金会,2015-03-23,751.00,未参评,"1,890,000.00",0.00,0.00,"1,890,000.00","10,033,231.87","10,233,231.87"
457,4777,非公募基金会,2015年11月06日,1000.0,未参评,0.0,0.0,0.0,5000000.0,10543592.53,10589428.13
458,4765,非公募基金会,2015年11月06日,200.0,未参评,1870000.0,0.0,0.0,1870000.0,1857132.2,2076580.6
459,115,非公募基金会,2009年07月31日,200.0,3A,9324100.8,0.0,4557479.8,4766621.0,23753349.84,23753349.84
460,3731,公募基金会,2014-03-11,400.00,1A,"1,664,130.28",0.00,0.00,"1,664,130.28","7,187,885.95","7,187,885.95"
461,5562,非公募基金会,2016-11-17,200.00,--,"21,550.00",0.00,"21,550.00",0.00,"2,000,488.90","2,000,488.90"
462,2738,非公募基金会,2011-03-29,450.00,5A,"444,536.11",0.00,"444,536.11",0.00,"7,662,110.35","7,682,300.35"
463,2868,,1993年10月01日,210万元,--,"2,500,000.00",0.00,0.00,"2,500,000.00","3,029,627.04","3,029,627.04"
464,20,公募基金会,2011年12月07日,400.0,未参评,34371950.81,0.0,33394863.81,977087.0,21394808.5,21458584.93
465,2492,公募基金会,2011-10-16,400.00,--,0.00,0.00,0.00,0.00,"14,790,246.67","14,790,246.67"
466,1625,,1995年03月17日,980万元,4A,"1,830,601.65",0.00,0.00,"1,830,601.65","18,918,599.00","19,116,439.00"
467,1625,公募基金会,1995-04-17,980.00,,"1,830,601.65",0.00,0.00,"1,830,601.65","18,918,599.00","19,116,439.00"
468,5049,非公募基金会,2016年07月16日,200.0,--,2000000.0,0.0,0.0,2000000.0,1945520.81,1948668.43
469,1641,公募基金会,发起人,400.00,5A,"1,810,200.00",0.00,0.00,"1,810,200.00","25,893,448.93","25,901,448.93"
470,865,非公募基金会,2006-12-29,200.00,未参评,"5,000.00",0.00,0.00,"5,000.00","2,078,459.99","2,078,459.99"
471,182,公募基金会,1988-06-13,800.00,3A,"116,304,135.02",0.00,0.00,"116,304,135.02","87,160,568.67","118,529,887.34"
472,3221,非公募基金会,2006-09-15,200.00,4A,"3,796,926.50","277,724.01","3,552,578.54","522,071.97","5,951,022.51","5,963,249.72"
473,410,非公募基金会,2012-04-17,200.00,3A,0.00,0.00,0.00,0.00,"2,003,994.27","2,003,994.27"
474,2031,,2009年04月21日,400万元,3A,"12,000,000.00",0.00,0.00,"12,000,000.00","17,758,300.52","17,758,300.52"
475,2031,公募基金会,2009-04-21,400.00,,"12,000,000.00",0.00,0.00,"12,000,000.00","17,758,300.52","17,758,300.52"
476,2232,非公募基金会,2007-11-27,"2,000.00",未参评,0.00,0.00,0.00,0.00,"13,808,368.88","13,808,368.88"
477,3584,非公募基金会,2013-10-20,200.00,--,"65,000.00",0.00,0.00,"65,000.00","3,239,789.07","3,239,789.07"
478,4456,非公募基金会,2016-03-28,200.00,--,"1,997,668.00",0.00,"40,696.00","1,956,972.00","3,319,097.84","3,333,232.04"
479,346,公募基金会,2008-01-14,400.00,4A,"11,301,106.32",0.00,"11,301,106.32",0.00,"12,279,747.81","12,280,406.85"
480,2850,公募基金会,1989-02-10,700.00,未参评,"1,723,583.90",0.00,0.00,"1,230,500.00","15,022,578.63","15,022,578.63"
481,3337,公募基金会,2012-09-04,400.00,--,"892,305.92",0.00,0.00,"892,305.92","5,529,818.22","5,579,818.22"
482,3190,公募基金会,1989-08-12,422.00,1A,"87,600.00",0.00,0.00,"87,600.00","4,857,821.00","4,857,821.00"
483,4359,非公募基金会,2015-02-12,200.00,未参评,"6,047,450.00",0.00,0.00,"6,047,450.00","4,214,278.98","4,214,278.98"
484,271,公募基金会,1995-03-01,800.00,3A,"7,600,130.00",0.00,"1,300,000.00","6,300,130.00","120,804,304.69","123,748,248.41"
485,2270,公募基金会,1981-04-04,400.00,4A,"9,415,192.62","2,234,581.50","11,202,353.19","447,420.93","12,798,458.42","13,252,375.02"
486,256,公募基金会,1984-10-26,800.00,4A,"49,160,438.55","4,241,538,492.12","4,285,512,865.25","5,186,065.42","1,246,675,309.74","1,249,722,912.32"
487,95,公募基金会,2010年02月02日,1000.0,未参评,601620.0,0.0,0.0,601620.0,18948116.6,18949403.5
488,2693,非公募基金会,2009-06-19,400.00,未参评,0.00,0.00,0.00,0.00,"3,334,573.12","3,334,573.12"
489,3939,非公募基金会,2014年08月06日,200.0,未参评,0.0,0.0,0.0,0.0,2024731.14,2071168.68
490,3291,非公募基金会,1989-12-26,20.00,1A,"176,746.60","1,105,000.00",0.00,"1,281,746.60","9,162,286.37","9,162,286.37"
491,2755,非公募基金会,2013-11-08,500.00,未参评,"43,213.00",0.00,0.00,"43,213.00","9,504,296.35","9,504,596.35"
492,3252,公募基金会,2010-12-24,570.00,未参评,"11,294,730.29",0.00,0.00,"11,294,730.29","17,311,941.92","17,311,941.92"
493,4799,非公募基金会,2016-11-23,200.00,--,0.00,0.00,0.00,0.00,"1,906,042.61","1,906,042.61"
494,2215,非公募基金会,2012-03-06,200.00,未参评,"20,000.00",0.00,0.00,"20,000.00","603,104.83","603,104.83"
495,3088,非公募基金会,2010-07-07,200.00,2A,"1,363,753.10",0.00,"1,363,753.10",0.00,"2,343,642.11","2,348,971.11"
496,951,非公募基金会,2012-09-28,200.00,未参评,"324,839.00","503,820.00","813,659.00","15,000.00","7,867,744.77","7,999,844.77"
497,948,非公募基金会,2009-07-23,200.00,未参评,0.00,"300,000.00",0.00,"300,000.00","2,033,891.74","2,033,891.74"
498,5568,公募基金会,2016-08-17,400.00,--,"3,535,000.00",0.00,0.00,"3,535,000.00","7,616,645.12","7,616,645.12"
499,2960,公募基金会,2011-12-07,400.00,未参评,"2,594,440.00",0.00,0.00,"2,594,440.00","5,006,532.59","5,006,532.59"
500,67,公募基金会,2006年08月15日,22000.0,4A,1000000.0,0.0,1000000.0,0.0,1265750578.71,1266805471.2
501,5019,非公募基金会,2016年06月22日,200.0,--,300000.0,0.0,0.0,300000.0,30.05,30.05
502,5547,非公募基金会,2016-12-19,"1,000.00",--,0.00,0.00,0.00,0.00,"10,001,342.47","10,001,342.47"
503,2278,非公募基金会,2013-04-11,200.00,未参评,"668,340.00",0.00,0.00,"668,340.00","1,712,716.19","1,712,716.19"
504,2080,非公募基金会,2011-05-31,200.00,4A,"14,303,636.99",0.00,"13,873,566.76","430,070.23","11,448,840.05","11,674,135.18"
505,3248,,2013年12月31日,--,--,"87,529.00",0.00,0.00,"293,829.00","3,016,509.65","3,109,873.65"
506,3248,非公募基金会,2013-12-20,200.00,,"87,529.00",0.00,0.00,"293,829.00","3,016,509.65","3,109,873.65"
507,34,非公募基金会,2011年11月07日,300.0,未参评,0.0,0.0,0.0,0.0,11822039.77,11822039.77
508,2763,非公募基金会,1991-01-08,200.00,4A,"904,000.00","160,272.00","300,000.00","764,272.00","12,788,967.38","12,788,967.38"
509,2938,公募基金会,发起人,400.00,4A,"103,211,803.23","910,000.00","85,815,481.43","18,306,321.80","185,723,998.62","186,039,181.82"
510,3579,非公募基金会,2013-09-09,200.00,未参评,"137,500.00",0.00,0.00,"137,500.00","2,055,328.55","2,055,328.55"
511,1773,公募基金会,1994-02-26,420.00,未参评,0.00,0.00,0.00,0.00,"9,155,344.90","9,155,344.90"
512,3075,公募基金会,2007-09-26,400.00,未参评,0.00,"2,660.00",0.00,"2,660.00","4,150,322.40","4,150,322.40"
513,3032,非公募基金会,2012-08-29,200.00,未参评,"10,348,296.88",0.00,"10,148,296.88","200,000.00","9,557,138.06","10,074,534.06"
514,4571,非公募基金会,2015-06-25,200.00,未参评,"379,500.00",0.00,"79,500.00","300,000.00","2,119,273.42","2,119,273.42"
515,2223,非公募基金会,2012-11-13,200.00,未参评,"6,555,219.70",0.00,0.00,"6,555,219.70","24,186,964.79","24,186,964.79"
516,2087,非公募基金会,2012-03-23,200.00,未参评,"1,855,300.00",0.00,0.00,"1,855,300.00","3,709,465.79","3,709,465.79"
517,2116,非公募基金会,2010-07-22,200.00,未参评,"10,000.00",0.00,0.00,"10,000.00","22,194,696.60","23,057,410.26"
518,3297,公募基金会,2008-01-18,400.00,未参评,"199,836.00",0.00,"199,836.00",0.00,"4,044,690.04","4,044,690.04"
519,3677,非公募基金会,2014-02-27,200.00,未参评,"40,000.00",0.00,0.00,"40,000.00","2,063,183.91","2,063,183.91"
520,2114,非公募基金会,2009-05-12,200.00,未参评,"66,000.00",0.00,"66,000.00",0.00,"403,781.16","2,187,036.11"
521,1058,非公募基金会,2004-06-02,200.00,5A,"72,705,411.25",0.00,"72,705,411.25",0.00,"160,086,121.40","160,192,430.89"
522,4808,非公募基金会,2015年11月25日,220.0,未参评,0.0,0.0,0.0,380421.6,3088900.74,3088900.74
523,174,非公募基金会,1995-07-05,210.00,未参评,0.00,0.00,0.00,0.00,"3,467,397.16","3,467,397.16"
524,2308,非公募基金会,2010-08-11,200.00,4A,"2,663,262.80",0.00,"2,063,262.80","600,000.00","14,212,791.31","14,212,791.31"
525,4167,非公募基金会,2014年12月22日,200.0,未参评,2100000.0,0.0,0.0,2100000.0,2098340.35,2098340.35
526,4907,非公募基金会,2015年12月30日,260.0,--,2799390.0,0.0,0.0,2799390.0,5188040.5,5403040.5
527,1078,非公募基金会,1998-04-22,200.00,未参评,0.00,0.00,0.00,0.00,"2,123,015.16","2,123,015.16"
528,4141,非公募基金会,2014-08-07,"5,000.00",未参评,"3,060,000.00",0.00,0.00,"3,060,000.00","45,948,750.30","46,089,413.82"
529,1159,公募基金会,2011-08-05,400.00,未参评,"69,000.00",0.00,0.00,"69,000.00","4,128,081.13","4,320,081.13"
530,2098,非公募基金会,2010-03-29,200.00,未参评,"10,965,553.14",0.00,"9,913,089.52","1,052,463.62","6,184,272.09","9,399,809.20"
531,4120,非公募基金会,2014年12月05日,1000.0,未参评,10264500.0,0.0,264500.0,10000000.0,18543394.68,18544812.18
532,227,公募基金会,1984-07-05,800.00,3A,"13,613,645.30",0.00,"13,613,645.30",0.00,"44,773,714.52","44,773,802.72"
533,235,公募基金会,2009-02-16,"5,000.00",4A,"9,092,932.44","4,500,000.00","9,923,210.00","3,669,722.44","90,116,027.08","90,363,963.04"
534,356,公募基金会,2010-06-21,400.00,3A,"190,000.00",0.00,0.00,"190,000.00","6,673,300.91","6,673,300.91"
535,1628,非公募基金会,2006-11-28,400.00,5A,"2,705,669.10",0.00,"2,705,669.10",0.00,"37,513,631.82","39,917,646.29"
536,3880,公募基金会,2014年07月03日,400.0,未参评,2501500.0,0.0,800000.0,1701500.0,4003038.73,6003188.73
537,2106,公募基金会,2011-11-01,400.00,未参评,"6,525,000.00",0.00,0.00,"6,525,000.00","19,986,545.09","19,986,545.09"
538,135,非公募基金会,2012年03月29日,230.0,未参评,725100.0,0.0,0.0,725100.0,4338406.49,4338406.49
539,2317,非公募基金会,2012-12-24,"1,000.00",未参评,0.00,0.00,0.00,0.00,"9,509,695.89","9,509,695.89"
540,5199,非公募基金会,2016年09月09日,230.0,--,2300000.0,0.0,0.0,2300000.0,2302065.28,2302065.28
541,2191,非公募基金会,2011-11-09,"2,000.00",未参评,"650,000.00",0.00,0.00,"650,000.00","20,031,000.93","20,031,531.13"
542,3619,公募基金会,2013-10-10,400.00,未参评,0.00,0.00,0.00,0.00,"4,900,020.05","4,900,020.05"
543,1272,非公募基金会,2012-10-19,200.00,未参评,"262,500.00",0.00,"62,500.00","200,000.00","1,917,019.58","1,917,019.58"
544,2968,公募基金会,2011-12-28,400.00,未参评,"170,000.00",0.00,"170,000.00",0.00,"9,155,095.99","9,213,595.99"
545,4399,非公募基金会,2015-04-07,"5,000.00",未参评,"11,307,348.66",0.00,"273,300.88","11,034,047.78",0.00,0.00
546,2066,非公募基金会,2010-03-05,200.00,5A,"1,329,719.00",0.00,"199,050.00","1,130,669.00","17,192,017.52","17,211,348.51"
547,4509,非公募基金会,2015年06月10日,200.0,未参评,0.0,0.0,0.0,4611936.71,5081776.7,5113242.04
548,3868,非公募基金会,2014-05-29,200.00,未参评,"245,966.40",0.00,0.00,"245,966.40","1,996,229.80","2,086,936.00"
549,101,非公募基金会,2013年05月28日,200.0,未参评,0.0,0.0,0.0,0.0,5175098.05,5175098.05
550,448,公募基金会,2005-12-22,400.00,3A,"11,575,664.00","22,640,000.00","6,000,000.00","28,215,664.00","17,969,637.12","19,365,662.12"
551,3067,公募基金会,2013-01-18,600.00,未参评,900.00,0.00,0.00,900.00,"12,609,581.14","12,622,967.74"
552,222,公募基金会,1997-11-27,"4,000.00",4A,"98,783,446.57",0.00,"98,783,446.57",0.00,"259,031,657.08","275,333,804.34"
553,4774,非公募基金会,2015年11月06日,500.0,未参评,470689.0,18535.89,0.0,470689.0,5023358.59,5023358.59
554,2147,公募基金会,2013-02-16,400.00,未参评,"274,876.90",0.00,0.00,"274,876.90","4,227,411.84","4,227,411.84"
555,505,非公募基金会,2009-07-29,"2,000.00",4A,"56,003,842.89",0.00,"45,342,707.45","10,661,135.44","222,093,075.04","222,307,770.24"
556,3029,非公募基金会,2011-06-20,220.00,未参评,"185,954.02",0.00,"185,954.02",0.00,"3,348,744.20","3,348,763.74"
557,142,公募基金会,2009年12月17日,400.0,未参评,60524349.0,21868.07,45513333.49,15032883.58,48698092.13,51351109.42
558,5161,非公募基金会,2016-06-03,200.00,--,"3,000,000.00",0.00,0.00,"3,000,000.00",0.00,0.00
559,3264,公募基金会,2011-11-25,562.00,未参评,"2,401,215.70",0.00,"2,401,215.70",0.00,"3,389,254.09","3,389,254.09"
560,5204,非公募基金会,2016年09月22日,200.0,--,2607053.04,0.0,0.0,2607053.04,2469647.62,2486909.79
561,1680,非公募基金会,2008-09-19,"5,000.00",3A,"22,200,290.00",0.00,0.00,"22,200,290.00","50,953,811.38","50,974,434.81"
562,360,非公募基金会,2011-02-25,"5,000.00",未参评,"13,654,974.92",0.00,0.00,"13,654,974.92","58,078,512.80","58,079,526.68"
563,205,公募基金会,1989-11-27,800.00,1A,0.00,0.00,0.00,0.00,"9,998,468.01","10,264,557.91"
564,2378,非公募基金会,2013-06-19,"2,000.00",--,0.00,0.00,0.00,0.00,"10,452,628.45","10,494,628.45"
565,3184,非公募基金会,2005-09-13,400.00,2A,"350,000.00","2,583,742.00",0.00,"608,374.20","3,021,890.27","3,021,890.27"
566,3204,非公募基金会,2011-11-21,300.00,未参评,"250,000.00",0.00,0.00,"250,000.00","3,013,817.87","3,013,817.87"
567,71,公募基金会,1992年06月19日,860.0,未参评,0.0,0.0,564257.37,1058400.0,9259059.74,9259059.74
568,184,公募基金会,2009-09-10,"2,000.00",3A,"319,592,079.75","17,471,129.67","334,446,402.04","2,616,807.38","288,246,440.42","288,503,065.08"
569,4293,非公募基金会,2015-04-23,200.00,未参评,"1,400,000.00",0.00,"1,400,000.00",0.00,"3,017,651.91","3,063,651.91"
570,362,非公募基金会,2008-03-21,"5,000.00",--,"38,000,000.00",0.00,0.00,"38,000,000.00","114,303,471.62","114,303,471.62"
571,112,非公募基金会,2009年05月20日,200.0,4A,2662200.0,0.0,0.0,2662200.0,3854876.44,3854876.44
572,2310,公募基金会,发起人,"1,000.00",5A,"32,171,834.69",0.00,"32,171,584.69",250.00,"122,773,609.27","123,629,442.69"
573,4466,非公募基金会,2015-05-15,200.00,--,"961,988.30",0.00,0.00,"961,988.30","4,817,371.19","4,817,471.19"
574,2265,非公募基金会,2013-11-27,200.00,未参评,0.00,0.00,0.00,0.00,"1,966,341.01","1,966,341.01"
575,3007,非公募基金会,2008-03-11,200.00,未参评,"199,009.00",0.00,0.00,"199,009.00","2,029,873.88","2,132,971.88"
576,2131,非公募基金会,2011-08-30,"1,000.00",未参评,"3,199,500.00",0.00,"150,000.00","3,049,500.00","10,164,369.72","10,170,144.95"
577,77,公募基金会,1994年02月08日,14400.0,5A,96807456.85,0.0,95604899.03,1202557.82,316105998.77,349304857.4
578,4054,非公募基金会,2014年10月09日,200.0,未参评,5000000.0,0.0,0.0,5000000.0,6668184.94,6668184.94
579,4007,公募基金会,2014-09-09,400.00,未参评,0.00,0.00,0.00,0.00,"437,226,789.36","437,226,789.36"
580,2987,公募基金会,2012-06-15,401.00,未参评,"27,000.00",0.00,0.00,"27,000.00","4,163,945.26","4,163,945.26"
581,3311,非公募基金会,2010-04-12,200.00,4A,"3,054,400.00",0.00,"3,054,400.00",0.00,"5,646,250.18","5,646,250.18"
582,1053,非公募基金会,2005-10-25,400.00,5A,"15,222,646.59","1,411,787.00","16,510,520.24","123,913.35","34,836,554.30","35,110,099.30"
583,4769,非公募基金会,2015-10-15,200.00,未参评,"1,836,021.23",0.00,"1,830,000.00","6,021.23","2,367,330.56","2,371,518.56"
584,1647,公募基金会,2012-11-05,500.00,未参评,"505,000.00","7,804,931.81",0.00,"8,309,931.81","11,569,729.62","11,639,729.62"
585,316,非公募基金会,2013-06-27,200.00,未参评,"9,000,000.00",0.00,0.00,"9,000,000.00","2,197,604.05","2,197,604.05"
586,44,非公募基金会,2012年09月29日,1000.0,未参评,42640000.0,0.0,0.0,42640000.0,12466677.51,12497273.14
587,4898,非公募基金会,2015-12-25,200.00,未参评,"7,123.27",0.00,0.00,"7,123.27","1,654,180.42","1,654,180.42"
588,1140,非公募基金会,2010-08-26,200.00,--,"1,491,869.00",0.00,0.00,"1,491,869.00","1,758,821.41","1,758,821.41"
589,2109,非公募基金会,2009-03-05,200.00,未参评,"140,000.00",0.00,0.00,"140,000.00","2,049,976.39","2,049,976.39"
590,1086,公募基金会,1990-02-09,400.00,4A,"6,065,853.47","7,907,288.97","1,402,870.30","12,570,272.14","19,502,841.91","19,519,616.91"
591,3323,非公募基金会,2012-06-06,200.00,未参评,0.00,"1,138,941.59",0.00,"1,138,941.59","4,598,396.56","4,598,705.56"
592,40,非公募基金会,2012年01月18日,450.0,未参评,5335948.98,0.0,0.0,5335948.98,7031088.25,7031088.25
593,4492,非公募基金会,2015-05-28,200.00,未参评,"3,558,659.52",0.00,"3,558,659.52",0.00,"5,897,804.15","5,897,804.15"
594,2696,公募基金会,2009-01-13,400.00,3A,"1,200,000.00",0.00,0.00,"1,200,000.00","16,041,248.14","16,041,248.14"
595,2156,非公募基金会,2009-12-23,500.00,未参评,"1,110,199.00",0.00,0.00,"1,110,199.00","5,278,851.10","5,283,798.67"
596,3099,非公募基金会,2011-12-27,200.00,2A,"6,561,998.00",0.00,0.00,"6,561,998.00","13,003,431.24","13,004,077.77"
597,2243,非公募基金会,2011-04-21,300.00,未参评,"26,959.52",0.00,0.00,"26,959.52","1,023,871.91","1,023,871.91"
598,253,公募基金会,发起人,800.00,3A,"5,118,049.72",0.00,"4,954,158.74","163,890.98","32,123,476.26","32,168,475.43"
599,3620,公募基金会,2013-10-21,500.00,未参评,0.00,0.00,0.00,0.00,"13,183,924.90","13,185,924.90"
600,3554,非公募基金会,2013-05-08,200.00,未参评,"210,000.00",0.00,"180,000.00","30,000.00","2,094,094.28","2,094,094.28"
601,1057,非公募基金会,2006-08-01,800.00,3A,"1,647,438.28",0.00,"1,647,438.02",0.26,"37,534,638.00","37,534,638.00"
602,4941,非公募基金会,2016年03月10日,200.0,--,7500000.0,312484.6,0.0,7900458.1,2089083.71,5598981.9
603,401,非公募基金会,2013-05-17,200.00,未参评,"735,200.00",0.00,0.00,"735,200.00","6,212,845.49","6,762,845.49"
604,6287,非公募基金会,2014-09-02,200.00,--,"2,657,100.00",0.00,0.00,"2,657,100.00","1,790,663.61","2,003,077.61"
605,3344,公募基金会,2006-04-07,400.00,未参评,"362,000.00",0.00,0.00,"362,000.00","4,329,177.08","4,329,177.08"
606,5203,非公募基金会,2016年09月22日,200.0,--,8000000.0,0.0,0.0,8000000.0,3002704.22,3002704.22
607,4129,非公募基金会,2014-11-27,200.00,未参评,0.00,"120,000.00",0.00,"120,000.00","2,056,804.05","2,218,304.05"
608,2290,非公募基金会,2006-08-03,200.00,未参评,"18,680,061.79",0.00,"16,679,961.79","2,000,100.00","58,175,452.57","58,175,452.57"
609,449,公募基金会,1990-07-10,400.00,4A,"9,833,870.82","1,009,778.20","10,663,649.02","180,000.00","29,097,086.22","29,120,280.28"
610,2158,公募基金会,2012-11-19,400.00,未参评,"5,000.00","250,000.00",0.00,"255,000.00","4,012,281.29","4,012,281.29"
611,321,非公募基金会,2007-12-12,500.00,5A,"12,430,830.00",0.00,0.00,"12,430,830.00","114,325,972.69","114,325,905.52"
612,3011,非公募基金会,2010-12-30,200.00,未参评,"5,029,505.75",0.00,"5,029,505.75",0.00,"16,503,833.91","16,510,683.16"
