,ricf_oid,ba_ntr,ba_fdt,ba_fnd,ba_evl,ao_ad,ao_adn,fa_dine_this,fa_dinu_this,fp_ntt_end,fp_tt_end
213,2245,非公募基金会,2007-08-25,"1,000.00",未参评,0.00,0.00,0.00,0.00,"79,056,592.01","79,140,928.20"
214,298,非公募基金会,2011-04-13,500.00,3A,0.00,0.00,0.00,0.00,"15,189,297.59","15,189,297.59"
215,2299,非公募基金会,2013-05-13,200.00,未参评,0.00,0.00,0.00,0.00,"1,282,051.54","1,282,051.54"
216,37,非公募基金会,2012年07月10日,200.0,未参评,894833.5,0.0,884833.5,10000.0,3286086.88,3286086.88
217,3650,公募基金会,2014-01-09,400.00,--,"383,132.27",0.00,0.00,"383,132.27","3,568,789.09","4,021,850.02"
218,4306,公募基金会,2015-01-30,"1,500.00",未参评,"180,000.00",0.00,0.00,"180,000.00","19,156,700.40","19,156,700.40"
219,5230,非公募基金会,2016年10月20日,200.0,--,2000000.0,0.0,0.0,2000000.0,2000000.0,2009431.1
220,4573,非公募基金会,2015年07月17日,1011.0,未参评,2370320.0,0.0,0.0,2370320.0,12369643.22,12423416.27
221,2185,非公募基金会,2008-11-12,380.00,未参评,0.00,0.00,0.00,0.00,"11,911,224.12","13,111,224.12"
222,4292,非公募基金会,2015年01月25日,200.0,未参评,0.0,0.0,0.0,0.0,1915688.87,1915688.87
223,2923,公募基金会,2010-04-01,400.00,未参评,"4,083,929.10",0.00,"4,083,929.10",0.00,"11,605,746.15","11,605,746.15"
224,690,非公募基金会,2010-01-11,"2,000.00",4A,"43,021,598.77",0.00,"16,387,381.86","26,634,216.91","174,811,224.98","174,812,331.65"
225,3009,非公募基金会,2012-01-04,500.00,未参评,"1,610,130.20",0.00,"1,314,520.20","295,610.00","7,548,325.98","10,168,325.98"
226,3719,公募基金会,2014-02-27,400.00,未参评,"102,200.00",0.00,0.00,"102,200.00","4,910,896.33","4,912,828.35"
227,223,公募基金会,2008-10-30,800.00,3A,"2,365,210.00","1,282,122.00",0.00,"3,647,332.00","14,232,274.50","14,095,148.80"
228,2924,非公募基金会,2012-07-10,"2,000.00",未参评,"2,911,206.00","8,800,000.00","1,013,456.00","10,697,750.00","20,964,343.61","21,066,625.50"
229,1101,公募基金会,1997-08-20,400.00,5A,"7,369,268.39",0.00,"7,090,590.01","278,678.38","15,008,854.57","15,008,854.57"
230,2123,非公募基金会,2010-01-25,400.00,未参评,0.00,0.00,0.00,0.00,"37,861,273.75","37,861,273.75"
231,2476,公募基金会,2006-04-07,400.00,未参评,"150,000.00",0.00,0.00,"150,000.00","34,248,011.39","35,189,341.07"
232,3212,公募基金会,1995-04-04,710.00,3A,"50,000.00",0.00,0.00,"50,000.00","17,807,231.88","17,807,231.88"
233,5127,非公募基金会,2016年08月16日,200.0,--,2000000.0,0.0,0.0,2000000.0,2000000.0,2000000.0
234,2313,公募基金会,2011-06-01,400.00,3A,"3,100,000.00",0.00,0.00,"3,100,000.00","13,331,243.01","22,332,381.21"
235,347,公募基金会,1988-06-25,400.00,4A,"3,532,000.00",0.00,0.00,"3,532,000.00","13,091,083.83","15,451,402.68"
236,1189,非公募基金会,2011-01-24,"5,000.00",4A,"27,651,485.66",0.00,"16,258,316.67","11,393,168.99","74,239,905.09","74,622,039.91"
237,1808,公募基金会,2003-12-08,400.00,--,"203,404.61","8,819.60","212,224.21",0.00,"35,497,975.20","35,882,875.20"
238,1636,公募基金会,2009-04-22,800.00,5A,"50,750,000.00",0.00,0.00,"50,750,000.00","172,503,290.16","172,503,290.16"
239,1404,公募基金会,2013-11-15,400.00,未参评,"324,420.00",0.00,0.00,"324,420.00","11,283,151.15","11,284,038.25"
240,2926,公募基金会,2011-11-24,800.00,4A,0.00,0.00,0.00,0.00,"8,024,062.41","8,358,262.41"
241,130,非公募基金会,2008年07月31日,244.0,4A,12078575.0,0.0,7078575.0,5000000.0,18657561.91,18790536.91
242,402,非公募基金会,2013-06-08,200.00,未参评,"1,803,721.77",0.00,"17,071.49","1,786,650.28","5,840,682.73","5,840,682.73"
243,5235,非公募基金会,2016-02-02,400.00,--,"4,000,000.00",0.00,"4,000,000.00",0.00,"3,893,381.04","3,962,349.29"
244,2963,公募基金会,2012-03-05,400.00,4A,"328,226.76",0.00,"328,226.76",0.00,"14,572,512.48","14,572,512.48"
245,1180,公募基金会,2001-02-14,546.00,未参评,"6,083,600.00","750,000.00","6,833,600.00",0.00,"23,787,849.46","24,477,628.15"
246,2056,非公募基金会,2005-06-13,500.00,4A,"328,500.00",0.00,0.00,"328,500.00","17,594,498.98","17,623,865.84"
247,2069,公募基金会,2011-05-31,400.00,5A,"16,256.76",0.00,0.00,"16,256.76","4,306,978.52","4,429,250.52"
248,2691,非公募基金会,2012-12-21,200.00,未参评,0.00,0.00,0.00,0.00,"1,882,434.00","1,939,816.00"
249,2293,公募基金会,1995-06-22,400.00,未参评,"5,397,665.34",0.00,"5,397,665.34",0.00,"16,689,015.92","17,042,622.12"
250,4966,非公募基金会,2016年04月28日,200.0,--,2275000.0,0.0,0.0,2275000.0,2041385.56,2041385.56
251,5058,非公募基金会,2016年07月27日,500.0,--,5000000.0,0.0,0.0,5000000.0,5004557.21,5004557.21
252,3219,非公募基金会,2010-01-06,200.00,3A,"140,000.00",0.00,0.00,"140,000.00","2,000,693.71","2,100,693.71"
253,3333,公募基金会,1988-08-17,495.00,5A,"14,219,495.01",0.00,"14,219,495.01",0.00,"26,955,307.86","27,307,900.45"
254,2204,非公募基金会,2012-12-11,200.00,未参评,"6,808,200.00",0.00,"6,808,200.00",0.00,"8,028,886.89","8,031,311.89"
255,2318,非公募基金会,2010-12-15,"1,000.00",3A,630.00,0.00,0.00,630.00,"16,154,430.67","19,370,590.91"
256,99,非公募基金会,2008年10月09日,200.0,4A,8326826.53,0.0,0.0,8326826.53,33991248.59,34115834.56
257,2672,非公募基金会,2012-01-10,200.00,未参评,"27,000.00",0.00,"27,000.00",0.00,"3,867,032.26","3,867,032.26"
258,88,非公募基金会,2004年05月28日,200.0,未参评,1807690.0,0.0,0.0,1807690.0,8270921.58,8345921.58
259,1179,公募基金会,1995-11-01,460.00,未参评,0.00,0.00,0.00,0.00,"4,021,241.33","4,119,241.33"
260,4187,公募基金会,2014-07-07,400.00,未参评,"1,840,590.00",0.00,0.00,"1,840,590.00","4,976,883.86","4,976,883.86"
261,2872,公募基金会,2012-12-20,400.00,未参评,"202,900.00",0.00,"202,900.00",0.00,"17,130,438.76","17,155,438.76"
262,3341,,1995年02月16日,190万元,未参评,0.00,"1,402,110.00",0.00,"1,402,110.00","3,750,224.50","3,750,224.50"
263,3341,公募基金会,1995-02-16,190.00,,0.00,"1,402,110.00",0.00,"1,402,110.00","3,750,224.50","3,750,224.50"
264,3267,公募基金会,2007-09-18,400.00,未参评,0.00,0.00,0.00,0.00,0.00,0.00
265,2829,非公募基金会,2007-03-07,200.00,未参评,"125,000.00",0.00,0.00,"125,000.00","2,003,113.86","2,003,113.86"
266,265,公募基金会,1995-10-25,"1,850.00",--,"890,974.22",0.00,0.00,"890,974.22","35,615,950.72","42,796,670.42"
267,946,非公募基金会,1993-03-15,200.00,2A,"232,000.00",0.00,0.00,"232,000.00","9,597,886.19","9,598,288.71"
268,2701,公募基金会,1990-11-01,400.00,3A,"360,673.58",0.00,0.00,"360,673.58","8,362,751.64","9,876,372.34"
269,4433,非公募基金会,2015年04月30日,200.0,未参评,10784606.56,0.0,10357060.1,427546.46,7627992.57,7657495.89
270,563,非公募基金会,1995-07-04,"2,000.00",5A,"570,496,650.70",0.00,"569,607,553.57","889,097.13","4,442,669,312.35","4,447,449,592.06"
271,2292,公募基金会,1985-06-08,400.00,5A,"9,507,812.64","2,729,825.98","9,038,884.00","3,198,754.62","22,154,717.90","23,914,657.90"
272,4166,非公募基金会,2014年12月22日,200.0,未参评,253000.0,0.0,0.0,253000.0,3141818.93,5141818.93
273,2049,公募基金会,2012-09-10,400.00,未参评,0.00,"300,000.00",0.00,"300,000.00","4,244,247.36","4,249,247.36"
274,111,非公募基金会,2011年12月14日,200.0,未参评,446095.0,0.0,0.0,446095.0,2118025.02,2124665.2
275,876,公募基金会,2006-01-16,400.00,2A,"27,971,818.22","4,855,504.50","32,496,522.72","330,800.00","44,354,299.22","45,073,920.84"
276,3416,公募基金会,2006-05-08,400.00,3A,"3,097,323.50",0.00,"300,511.00","2,796,812.50","7,589,778.23","7,589,778.23"
277,964,公募基金会,2009-06-26,400.00,4A,"2,250.00",0.00,0.00,"2,250.00","5,019,174.27","5,349,474.27"
278,2082,公募基金会,2008-08-25,400.00,未参评,"550,494.20",0.00,0.00,"550,494.20","8,923,290.53","9,252,399.53"
279,4260,非公募基金会,2014-12-12,200.00,--,0.00,0.00,0.00,0.00,"2,815,589.41","2,815,589.41"
280,2742,非公募基金会,2008-05-06,200.00,3A,0.00,0.00,0.00,0.00,"2,475,931.22","2,775,931.22"
281,3042,公募基金会,2009-12-17,400.00,3A,0.00,"2,827,014.50",0.00,"2,827,014.50","7,322,826.58","7,322,826.58"
282,5202,非公募基金会,2016年09月22日,200.0,--,0.0,0.0,0.0,2001620.0,2000481.64,2000481.64
283,2033,公募基金会,2008-01-08,400.00,3A,"1,323,564.32","1,181,842.00","2,464,982.00","40,424.32","8,043,808.26","8,043,808.26"
284,272,公募基金会,1988-09-01,800.00,1A,"5,851,714.39",0.00,0.00,"5,851,714.39","3,088,889.69","8,966,219.35"
285,2753,公募基金会,1995-08-01,400.00,未参评,"81,645.00","1,100,000.00",0.00,"1,181,645.00","13,647,439.80","13,677,439.80"
286,4902,非公募基金会,2015年12月29日,200.0,--,4521100.0,0.0,0.0,4521100.0,5234766.25,5234766.25
287,1825,非公募基金会,2012-02-03,200.00,未参评,"11,304,989.90",0.00,"8,684,989.90","2,620,000.00","21,730,215.66","22,182,529.66"
288,1617,公募基金会,2009-08-18,400.00,5A,"3,662,440.00",0.00,0.00,"3,662,440.00","5,062,511.32","5,062,523.59"
289,10,非公募基金会,2011年01月28日,400.0,未参评,350000.0,0.0,0.0,0.0,4002988.34,4002988.34
290,1815,公募基金会,1990-05-08,400.00,2A,"11,440,900.00",0.00,0.00,"11,440,900.00","20,186,787.63","21,516,787.63"
291,4419,非公募基金会,2015年04月23日,10000.0,未参评,263000.0,0.0,0.0,263000.0,84964190.36,84977190.36
292,2366,公募基金会,2013-12-05,400.00,5A,0.00,0.00,0.00,0.00,"7,538,126.51","7,538,126.51"
293,1340,非公募基金会,2013-07-29,200.00,未参评,"600,000.00",0.00,0.00,"600,000.00","2,088,547.89","2,088,547.89"
294,3102,非公募基金会,2012-05-10,600.00,未参评,"508,050.23",0.00,0.00,"508,050.23","7,111,305.81","7,112,041.31"
295,341,公募基金会,2009-10-27,470.60,2A,"3,060,455.00",0.00,"3,054,725.00","5,730.00","20,177,845.05","20,194,264.75"
296,5636,非公募基金会,2016-10-11,200.00,--,"1,183,980.00",0.00,0.00,"1,183,980.00","2,360,547.11","2,360,547.11"
297,84,非公募基金会,2006年04月27日,240.0,未参评,198582.0,0.0,0.0,198582.0,6486406.52,6486406.52
298,247,公募基金会,1986-05-15,800.00,1A,"3,000.00","9,679,500.00","9,682,500.00",0.00,"10,911,191.49","11,024,260.93"
299,891,公募基金会,2009-03-03,400.00,3A,0.00,"53,650,000.00",0.00,"53,650,000.00","4,137,666.00","4,138,066.00"
300,3205,非公募基金会,2011-06-15,"50,000.00",4A,"2,386,100.00",0.00,"2,386,100.00",0.00,"2,819,160,681.13","2,819,160,681.13"
301,4428,非公募基金会,2015年04月28日,300.0,未参评,5000.01,0.0,0.0,5000.01,4354239.63,4354239.63
302,2922,公募基金会,2011-11-09,400.00,未参评,"3,100,000.00",0.00,0.00,"3,100,000.00","11,821,541.93","11,821,541.93"
303,4770,公募基金会,2015-10-19,400.00,--,"1,311,606.27","348,000.00",0.00,"1,659,606.27","4,785,039.80","4,785,039.80"
304,65,非公募基金会,1992年12月21日,210.0,未参评,0.0,0.0,955000.0,0.0,6465030.84,6465030.84
305,4498,非公募基金会,2015年06月04日,200.0,未参评,1166783.38,252612.5,1117828.8,301567.08,2151671.87,2176424.17
306,1176,公募基金会,2005-11-28,400.00,3A,0.00,"500,000.00",0.00,"500,000.00","31,515,173.97","34,491,617.42"
307,1089,非公募基金会,2008-06-26,200.00,3A,0.00,0.00,0.00,0.00,"1,941,980.22","1,941,980.22"
308,1068,非公募基金会,2007-11-22,200.00,3A,"1,665,000.00",0.00,"540,000.00","1,125,000.00","125,017,486.39","125,018,186.39"
309,2231,非公募基金会,2012-12-24,200.00,未参评,"8,935,152.23",0.00,"6,302,709.89","2,632,442.34","28,350,960.86","28,364,494.87"
310,5676,非公募基金会,2012-12-18,200.00,--,"2,875,878.80",0.00,"2,829,832.80","46,046.00","18,627,719.88","18,638,719.88"
311,3222,公募基金会,2010-09-28,400.00,4A,0.00,0.00,0.00,0.00,"5,523,791.43","6,713,266.88"
312,2984,公募基金会,2009-08-05,400.00,5A,"1,675,000.00",0.00,"1,050,000.00","625,000.00","4,965,267.77","4,965,267.77"
313,3201,非公募基金会,2011-01-04,500.00,--,"8,000,000.00",0.00,0.00,"8,000,000.00","6,319,738.02","7,350,657.89"
314,263,非公募基金会,2009-07-13,"10,000.00",3A,"38,000,000.00",0.00,0.00,"38,000,000.00","101,981,176.01","101,981,176.01"
315,2291,非公募基金会,2013-05-13,"2,000.00",未参评,"20,000,000.00",0.00,0.00,"20,000,000.00","77,554,778.65","77,633,718.61"
316,411,非公募基金会,2009-10-30,"1,000.00",未参评,"477,280.00","9,660,000.00",0.00,"10,137,280.00","35,386,003.87","35,386,003.87"
317,1848,公募基金会,2004-04-16,400.00,未参评,"641,000.00",0.00,0.00,"641,000.00","8,304,545.44","8,304,545.44"
318,191,公募基金会,1993-06-01,"4,000.00",3A,"14,961,850.00",0.00,"10,800,000.00","4,161,850.00","141,963,405.54","141,967,581.26"
319,4579,非公募基金会,2015-07-09,500.00,未参评,"18,100,000.00",0.00,0.00,"18,100,000.00","856,916.38","859,911.38"
320,413,公募基金会,2008-03-24,400.00,未参评,"386,219.52",0.00,"251,594.51","134,625.01","4,139,303.47","4,289,498.97"
321,2140,公募基金会,2010-04-12,400.00,未参评,"2,450,010.30","245,420.00","1,365,442.64","1,329,987.66","4,038,286.61","4,055,856.99"
322,3909,公募基金会,2014年07月21日,700.0,未参评,2347631.03,0.0,720000.0,1627631.03,10148730.54,10148730.54
323,5550,非公募基金会,2016-12-19,200.00,--,0.00,0.00,0.00,0.00,"2,000,000.00","2,000,000.00"
324,2791,非公募基金会,2007-09-05,200.00,未参评,"70,000.00",0.00,0.00,"70,000.00","5,057,298.61","5,057,298.61"
325,177,非公募基金会,2012-10-30,"5,000.00",未参评,"6,103,084.00","5,000,000.00","101,484.00","11,001,600.00","55,473,305.57","55,500,897.92"
326,3100,公募基金会,2011-08-18,400.00,未参评,"500,000.00",0.00,"500,000.00",0.00,"13,385,324.72","13,385,324.72"
327,2983,公募基金会,1991-05-01,400.00,5A,"172,066,886.22",0.00,"171,523,886.22","543,000.00","36,018,666.80","36,423,777.99"
328,4180,公募基金会,2014-07-31,400.00,未参评,"101,000.00",0.00,0.00,"101,000.00","4,023,008.80","4,023,008.80"
329,5893,公募基金会,2015-04-30,400.00,--,"1,170,000.00","8,000,000.00","8,450,000.00","720,000.00","4,571,320.34","4,619,491.14"
330,4615,非公募基金会,2015-08-07,300.00,未参评,"644,359.30",0.00,0.00,"644,359.30","7,398,330.10","7,398,330.10"
331,2255,非公募基金会,2011-10-16,200.00,未参评,"333,000.00",0.00,0.00,"333,000.00","1,032,325.90","1,032,325.90"
332,2088,非公募基金会,2010-06-01,300.00,未参评,"520,000.00",0.00,"480,000.00","40,000.00","4,570,897.81","4,570,897.81"
333,5231,非公募基金会,2016年10月25日,800.0,--,8000000.0,0.0,0.0,8000000.0,7856018.22,7856018.22
334,4353,非公募基金会,2015年03月05日,200.0,未参评,0.0,0.0,0.0,0.0,1642893.52,2000909.52
335,3107,非公募基金会,2012-12-11,218.00,未参评,"20,319,510.00",0.00,0.00,"20,319,510.00","7,794,763.93","7,794,763.93"
336,3154,公募基金会,2012-10-25,406.00,未参评,"1,214,000.00",0.00,"1,214,000.00",0.00,"4,078,174.02","4,358,974.02"
337,975,公募基金会,2013-11-15,400.00,未参评,0.00,0.00,0.00,0.00,"4,602,781.92","4,602,781.92"
338,2982,公募基金会,2011-12-28,400.00,未参评,"722,070.00",0.00,"722,070.00",0.00,"5,253,851.44","5,253,851.44"
339,5626,非公募基金会,2016-08-11,200.00,--,"1,633,958.00",0.00,0.00,"1,633,958.00","3,637,677.06","3,637,677.06"
340,85,公募基金会,2005年01月01日,400.0,未参评,895298.18,0.0,293000.0,602298.18,14913961.57,14913961.57
341,3284,非公募基金会,2012-12-17,"2,000.00",未参评,"21,109,045.00","16,039.80","1,004,139.00","20,120,945.80","26,524,838.16","26,539,227.02"
342,4542,非公募基金会,2015-06-19,200.00,未参评,"1,395,100.14",0.00,"50,000.00","1,345,100.14","2,294,047.19","2,296,131.47"
343,3716,非公募基金会,2014-03-25,200.00,未参评,"8,803,100.00",0.00,0.00,"8,803,100.00","3,304,389.44","3,304,389.44"
344,3280,非公募基金会,1986-09-12,"2,000.00",3A,"4,072,985.00","28,913,980.96","32,986,965.96",0.00,"94,260,718.75","94,298,277.21"
345,4071,非公募基金会,2014年11月04日,200.0,未参评,1370663.25,0.0,0.0,1370663.25,3393478.63,3393478.63
346,2164,公募基金会,2008-01-18,400.00,未参评,0.00,0.00,0.00,0.00,"4,692,795.28","6,852,263.35"
347,348,非公募基金会,2007-01-11,200.00,未参评,0.00,0.00,0.00,0.00,"2,066,326.57","2,066,326.57"
348,2221,非公募基金会,2010-04-23,"2,000.00",3A,0.00,0.00,0.00,0.00,"10,650,363.45","10,650,363.45"
349,269,公募基金会,1994-04-05,800.00,1A,0.00,0.00,0.00,0.00,"47,172,369.78","47,172,369.78"
350,3760,非公募基金会,2014-03-17,200.00,未参评,0.00,0.00,0.00,0.00,"2,323,507.11","2,345,507.11"
351,1334,非公募基金会,2012-12-06,200.00,未参评,"42,000.00","40,000.00",0.00,"82,000.00","2,032,138.21","2,038,538.21"
352,3227,非公募基金会,2010-02-05,500.00,3A,"43,200.00",0.00,0.00,"43,200.00","4,882,328.29","5,489,828.29"
353,2822,公募基金会,1993-07-15,400.00,5A,"16,058,418.21",0.00,"16,052,531.01","5,887.20","34,174,788.23","36,500,089.54"
354,2176,非公募基金会,2010-10-25,"20,000.00",4A,"442,992,350.00",0.00,0.00,"442,992,350.00","200,241,219.65","201,721,474.73"
355,2239,非公募基金会,2009-12-03,"2,000.00",未参评,"2,803,100.00",0.00,0.00,"2,803,100.00","53,316,879.41","53,359,130.60"
356,5837,非公募基金会,2016-10-27,800.00,--,0.00,0.00,0.00,0.00,"7,909,516.28","8,059,516.28"
357,954,公募基金会,2010-05-26,400.00,3A,"500,000.00",0.00,0.00,"500,000.00","36,536,737.76","36,536,737.76"
358,880,非公募基金会,2010-11-24,200.00,未参评,"1,429,771.75",0.00,500.00,"1,429,271.75","2,177,441.55","2,797,553.55"
359,4405,非公募基金会,2015-03-30,"2,000.00",未参评,"3,618,990.00","20,000,000.00",0.00,"23,618,990.00","36,460,092.88","36,531,592.88"
360,3828,非公募基金会,2014年05月29日,200.0,未参评,730000.0,40830515.2,41260515.2,300000.0,63093234.52,63093234.52
361,2302,公募基金会,1992-07-23,400.00,未参评,0.00,0.00,0.00,0.00,"7,853,299.72","7,853,299.72"
362,330,公募基金会,2010-04-06,400.00,3A,"1,505.00",0.00,"1,505.00",0.00,"16,541,670.46","16,541,670.46"
363,3083,非公募基金会,发起人,"2,000.00",未参评,"37,415,423.98","423,800.80","23,008,604.26","14,830,620.52","141,490,770.16","141,890,770.16"
364,1349,非公募基金会,2010-12-09,209.00,4A,0.00,0.00,0.00,0.00,"13,402,523.35","13,402,523.35"
365,245,公募基金会,2006-03-06,"1,000.00",3A,"5,000,000.00","147,004.92","5,147,004.92",0.00,"56,940,479.12","56,798,433.39"
366,283,非公募基金会,发起人,"10,000.00",2A,"110,240,515.25",0.00,"110,240,515.25",0.00,"244,181,031.63","244,656,477.11"
367,308,非公募基金会,2012-12-31,200.00,未参评,"35,000.00",0.00,"35,000.00",0.00,"1,777,350.71","1,990,605.71"
368,3015,非公募基金会,2005-12-15,265.00,3A,"554,903.62","619,434.00",0.00,"1,174,337.62","3,473,792.11","3,473,792.11"
369,3791,非公募基金会,2014-04-14,200.00,未参评,"312,895.43",0.00,0.00,"312,895.43","2,483,344.24","2,483,344.24"
370,4450,非公募基金会,2015年05月13日,200.0,未参评,400000.0,0.0,0.0,400000.0,2016004.51,2016004.51
371,3460,公募基金会,2009-10-09,"2,800.00",2A,"2,002,600.00",0.00,0.00,"2,002,600.00","36,541,877.08","36,541,877.08"
372,4739,非公募基金会,2015年10月19日,200.0,未参评,0.0,0.0,0.0,320000.0,68425575.69,68425575.69
373,2067,非公募基金会,2008-11-05,200.00,未参评,0.00,0.00,0.00,0.00,"2,009,147.57","2,009,147.57"
374,712,非公募基金会,2005-05-17,"2,000.00",4A,"99,222,660.54",0.00,"99,222,660.54",0.00,"593,874,859.36","593,966,984.36"
375,4497,非公募基金会,2015年06月04日,200.0,未参评,9577327.37,0.0,1500000.0,8077327.37,10938299.5,23566407.26
376,2289,非公募基金会,2008-02-19,200.00,未参评,"134,000.00",0.00,0.00,"134,000.00","980,743.10","1,316,743.10"
377,3020,非公募基金会,2010-05-05,200.00,未参评,"880,746.50",0.00,0.00,"880,746.50","5,734,377.42","5,750,098.32"
378,2844,非公募基金会,2008-05-08,"2,000.00",3A,"2,544,510.00","559,490.00","866,000.00","2,238,000.00","112,695,805.16","112,630,867.77"
379,213,公募基金会,2011-08-30,"1,000.00",3A,"3,343,110.18","4,267,916.00","5,544,955.44","2,066,070.74","171,920,741.21","171,943,157.86"
380,2034,公募基金会,2006-09-19,400.00,5A,"7,181,402.90",0.00,"7,181,402.90",0.00,"34,928,436.21","34,928,436.21"
381,2217,非公募基金会,2011-09-02,"2,000.00",未参评,"2,200,800.00",0.00,0.00,"2,200,800.00","2,339,331.14","2,339,331.14"
