,ricf_oid,ba_cn,ba_nfe,ba_hr,ba_gvm,ba_pgv,ba_ntr,ba_fdt,ba_bn,ba_evl,fa_dine,fa_dinu,cf_govc,fp_tt_end,Government-Link,Scope
745,2823,福建省黄仲咸教育基金会,19.0,,0.0,2.0,非公募,2004年09月28日,,未参评,0,0,0.00,"217,431,497.36",NGF,Regional
746,2824,福建省龙岩市李新炎慈善基金会,4.0,,0.0,0.0,非公募,2007年06月26日,,5A,0,51790000,0.00,"152,984,105.59",NGF,Regional
747,2825,福建省龙岩市邱家宗慈善基金会,3.0,,0.0,0.0,非公募,2011年11月20日,,未参评,0,225580.48,0.00,"2,040,735.64",NGF,Regional
748,2826,福建省龙岩扶贫基金会,4.0,,0.0,0.0,公募,1991年08月12日,,3A,0,410000,0.00,"9,322,991.9",GLF,Regional
749,2827,福建福光基金会,2.0,,0.0,0.0,非公募,1990年10月06日,,未参评,0,1423874.77,0.00,"12,628,483.92",GLF,Regional
750,2828,福建福海文教基金会,4.0,,0.0,0.0,非公募,1994年08月03日,,3A,0,8065,"200,000.00","2,421,300",NGF,Regional
751,2829,福建自然门教育发展基金会,1.0,,0.0,0.0,非公募,2007年03月07日,,未参评,0,20000,0.00,"2,021,839.07",NGF,Regional
752,2831,福建运盛青年基金会,0.0,,0.0,0.0,非公募,1993年05月24日,,5A,0,0,"220,000.00","3,551,923.36",GLF,Regional
753,2832,福建闽西陈景河教育基金会,1.0,,0.0,0.0,非公募,2007年08月20日,,3A,0,1505000,0.00,"13,466,704.07",NGF,Regional
754,2833,福建陈燕平慈善基金会,1.0,,0.0,0.0,非公募,2009年04月21日,,未参评,0,370000,0.00,"3,039,520.53",NGF,Regional
755,2835,福鼎市家景助学基金会,2.0,,0.0,0.0,非公募,2011年12月12日,,未参评,150000,0,0.00,"2,025,586.24",NGF,Regional
756,2841,紫金矿业慈善基金会,2.0,,0.0,0.0,非公募,2012年09月04日,,未参评,49869354.3,27281200,0.00,"236,297,418.65",NGF,National
757,2842,红河哈尼族彝族自治州见义勇为基金会,0.0,,0.0,0.0,公募,2003年08月08日,,未参评,0,0,0.00,"3,059,986.53",GLF,Regional
758,2842,红河哈尼族彝族自治州见义勇为基金会,0.0,,0.0,0.0,公募,2003年08月08日,,未参评,0,0,0.00,"3,059,986.53",GLF,Regional
759,2843,纪念苏天·横河仪器仪表人才发展基金会,4.0,,0.0,0.0,非公募,1991年10月10日,,,0,0,0.00,"3,329,497.48",NGF,National
760,2844,纺织之光科技教育基金会,5.0,,0.0,0.0,非公募,2008年05月08日,,3A,0,5100000,0.00,"112,355,866.85",GLF,National
761,2848,绍兴市上虞区人民教育基金会,0.0,,0.0,0.0,公募,2002年10月01日,,未参评,24338000,0,0.00,"7,153,223.4",GLF,Regional
762,2860,聊城大学教育发展基金会,2.0,,0.0,0.0,非公募,2012年10月10日,,未参评,60000,0,0.00,"3,702,685.29",GLF,Regional
763,2862,聊城市见义勇为基金会,2.0,,2.0,0.0,公募,2012年07月06日,,未参评,0,0,0.00,"30,819,071.26",GLF,Regional
764,2863,聊城市陈光教育基金会,0.0,,0.0,0.0,非公募,2007年02月08日,,未参评,0,0,0.00,"2,248,429.43",NGF,Regional
765,2868,胡文虎基金会(福建),1.0,,0.0,0.0,非公募,1993年10月01日,,,0.00,"2,000,000.00",0.00,,NGF,Regional
766,2869,腾讯公益慈善基金会,13.0,,0.0,0.0,非公募,2007年06月26日,,3A,9266185.2,470503299.97,0.00,"723,138,212.05",NGF,National
767,2873,舟山市定海区人民教育基金会,0.0,,0.0,0.0,公募,2006年10月15日,,未参评,0,1392183.4,0.00,"8,818,652.8",GLF,Regional
768,2918,莘县卓越教育基金会,0.0,,0.0,0.0,非公募,2009年12月31日,,未参评,0,1975000,0.00,"2,892,437.61",GLF,Regional
769,2920,莱芜市见义勇为基金会,0.0,,2.0,0.0,公募,2012年11月19日,,未参评,200000,0,0.00,"6,539,741.44",GLF,Regional
770,2921,菏泽市见义勇为基金会,3.0,,1.0,0.0,公募,2012年06月18日,,未参评,0,0,0.00,"16,780,004.74",GLF,Regional
771,2922,营口市公安民警救助基金会,0.0,,0.0,0.0,公募,2011年12月21日,,未参评,0,0,0.00,"9,776,629.82",GLF,Regional
772,2923,营口市鲅鱼圈区慈善基金会,10.0,,0.0,0.0,公募,2010年04月01日,,未参评,1218965.5,0,0.00,"9,290,669.43",GLF,Regional
773,2924,萨马兰奇体育发展基金会,5.0,,0.0,1.0,非公募,2012年07月10日,,未参评,1000000,18177884.72,0.00,"20,831,073.73",GLF,National
774,2925,葫芦岛市公安民警救助基金会,0.0,,3.0,0.0,公募,2012年07月10日,,未参评,389100,0,0.00,"6,494,263.69",GLF,Regional
775,2926,葫芦岛市见义勇为基金会,5.0,,0.0,0.0,公募,2011年12月24日,,4A,0.00,"336,000.00",0.00,"8,672,162.89",GLF,Regional
776,2930,衡阳市教育基金会,2.0,,0.0,0.0,公募,1994年02月07日,,未参评,0,1640560,"500,000.00","31,675,690.75",GLF,Regional
777,2934,襄城县成就未来助学基金会,5.0,,0.0,0.0,公募,2006年09月30日,,未参评,0,500000,0.00,"12,585,919.75",GLF,Regional
778,2936,西北农林科技大学教育发展基金会,8.0,,0.0,0.0,非公募,2011年06月10日,,3A,14615698.02,0,0.00,"40,577,059.15",GLF,National
779,2952,詹天佑科学技术发展基金会,8.0,,0.0,1.0,非公募,2005年11月17日,,3A,0,850000,"160,000.00","35,352,720.21",GLF,National
780,2957,贵州省安泰公益基金会,5.0,,0.0,0.0,非公募,2014年11月14日,,未参评,0.00,0.00,0.00,"1,717,411.61",NGF,Regional
781,2958,贵州文化薪火乡村发展基金会,6.0,,0.0,0.0,非公募,2007年08月20日,,未参评,1308138.51,14987.24,0.00,"1,485,494.31",NGF,Regional
782,2959,贵州省人口福利基金会,16.0,,0.0,0.0,公募,2009年03月18日,,5A,28965845.9,2885855.1,"200,000.00","145,685,413.7",GLF,Regional
783,2960,贵州省体育发展基金会,2.0,,1.0,0.0,公募,2011年12月07日,,未参评,0,1781666,0.00,"8,603,123.23",GLF,Regional
784,2961,贵州省信合公益基金会,9.0,,0.0,0.0,非公募,2013年05月30日,,未参评,0,38460000,0.00,"183,175,766.53",NGF,Regional
785,2963,贵州省六盘水市见义勇为基金会,3.0,,2.0,0.0,公募,2012年03月05日,,4A,0,0,"285,000.00","14,333,985",GLF,Regional
786,2965,贵州省同心光彩事业基金会,2.0,,0.0,1.0,公募,2011年08月08日,,3A,1128150.5,0.1,0.00,"5,701,748.53",GLF,Regional
787,2966,贵州省妇女儿童发展基金会,5.0,,0.0,0.0,公募,2012年02月17日,,未参评,22126302.76,1393803.22,0.00,"15,753,255.15",GLF,Regional
788,2967,贵州省孔学堂发展基金会,3.0,,0.0,1.0,公募,2013年12月23日,,未参评,0,40000000,0.00,"142,238,015.29",GLF,Regional
789,2968,贵州省安顺市见义勇为基金会,1.0,,0.0,0.0,公募,2011年12月28日,,未参评,"1,681,550.00",0.00,0.00,"8,775,579.57",GLF,Regional
790,2969,贵州省宏立城公益基金会,11.0,,0.0,0.0,非公募,2013年06月05日,,未参评,,,0.00,"100,332,166.84",NGF,Regional
791,2970,贵州省扶贫基金会,4.0,,0.0,0.0,公募,1996年08月23日,,3A,589687.79,4439051.46,0.00,"16,008,660.84",GLF,Regional
792,2971,贵州省教育发展基金会,11.0,,1.0,0.0,公募,2011年06月30日,,3A,31537137.34,4619268.03,0.00,"19,709,022",GLF,Regional
793,2972,贵州省春晖行动发展基金会,10.0,,0.0,0.0,公募,2009年03月18日,,4A,0,4078489.18,0.00,"9,853,246.72",GLF,Regional
794,2973,贵州省残疾人福利基金会,1.0,,2.0,0.0,公募,2009年05月05日,,4A,0,1270000,0.00,"4,842,533.94",GLF,Regional
795,2974,贵州省毕节市见义勇为基金会,0.0,,2.0,0.0,公募,2012年03月05日,,未参评,"160,000.00",0.00,"500,000.00","4,994,684.05",GLF,Regional
796,2975,贵州省禁毒基金会,0.0,,4.0,0.0,公募,2012年06月15日,,未参评,0,372665.1,"120,000.00","16,977,786.2",GLF,Regional
797,2977,贵州省见义勇为基金会,5.0,,1.0,0.0,公募,2008年06月30日,,3A,2366200,0,"2,150,000.00","10,004,505.51",GLF,Regional
798,2978,贵州省贵阳市生态文明基金会,4.0,,1.0,1.0,公募,2007年11月14日,,4A,207521.3,0,0.00,"43,583,531.40",GLF,Regional
799,2978,贵州省贵阳市生态文明基金会,4.0,,1.0,1.0,公募,2007年11月14日,,4A,207521.3,0,0.00,"43,583,531.4",GLF,Regional
800,2979,贵州省贵阳市见义勇为基金会,4.0,,1.0,0.0,公募,2012年02月08日,,未参评,76500,0,"520,000.00","5,515,069.9",GLF,Regional
801,2980,贵州省送温暖基金会,3.0,,2.0,0.0,公募,2004年06月28日,,未参评,47700,900000,0.00,"34,891,636.84",GLF,Regional
802,2981,贵州省遵义市见义勇为基金会,1.0,,1.0,0.0,公募,2011年09月08日,,3A,0,0,0.00,"7,311,855.79",GLF,Regional
803,2982,贵州省铜仁市见义勇为基金会,2.0,,1.0,0.0,公募,2011年12月28日,,未参评,0,0,"31,500.00","4,973,261.63",GLF,Regional
804,2983,贵州省青少年发展基金会,16.0,,3.0,0.0,公募,1991年05月01日,,5A,145570916.37,43449,"1,841,300.00","37,593,548.36",GLF,Regional
805,2984,贵州省青年创业就业基金会,9.0,,1.0,0.0,公募,2009年08月05日,,5A,1000000,2072800,"100,000.00","5,310,120.37",GLF,Regional
806,2985,贵州省青年志愿服务基金会,2.0,,0.0,0.0,公募,2010年06月13日,,5A,3051855,21220.1,0.00,"6,370,824.23",GLF,Regional
807,2986,贵州省黔东南州见义勇为基金会,1.0,,0.0,0.0,公募,2012年03月30日,,未参评,36000,0,"60,000.00","8,894,444.36",GLF,Regional
808,2987,贵州省黔南州见义勇为基金会,1.0,,0.0,0.0,公募,2012年06月15日,,未参评,0,27000,"100,000.00","4,143,351.64",GLF,Regional
809,2988,贵州省黔西南州见义勇为基金会,0.0,,2.0,0.0,公募,2011年12月28日,,未参评,0,0,"127,000.00","6,026,764.89",GLF,Regional
810,2997,辽宁光达优抚爱心基金会,2.0,,0.0,1.0,非公募,2009年07月30日,,3A,0,1000,0.00,"2,664,765.66",NGF,Regional
811,2998,辽宁爱之光防盲基金会,7.0,,0.0,0.0,非公募,2006年10月08日,,4A,0,3096826.53,0.00,"10,838,829.7",NGF,Regional
812,3000,辽宁省东北财经大学教育基金会,1.0,,0.0,0.0,非公募,2011年06月07日,,未参评,692202,1400657.4,0.00,"11,253,474.57",GLF,Regional
813,3001,辽宁省体育基金会,6.0,,0.0,0.0,公募,1989年10月14日,,4A,0,0,0.00,"27,918,095.68",GLF,Regional
814,3004,辽宁省公安民警英烈救助基金会,0.0,,2.0,0.0,公募,2012年04月01日,,未参评,0,17082100,"4,540,000.00","37,018,433.26",GLF,Regional
815,3005,辽宁省公益基金会,3.0,,0.0,0.0,公募,2006年01月26日,,4A,0,3231740.34,0.00,"5,479,829.36",GLF,Regional
816,3006,辽宁省兴隆大家庭大病救助基金会,0.0,,0.0,0.0,非公募,2009年12月15日,,3A,0,2000000,0.00,"2,220,521.17",NGF,Regional
817,3007,辽宁省周延慈善基金会,3.0,,0.0,0.0,非公募,2008年03月11日,,未参评,0,100000,0.00,"2,131,044.08",NGF,Regional
818,3008,辽宁省国防教育基金会,1.0,,0.0,0.0,公募,2012年09月03日,,4A,0,346500,"148,000.00","4,031,048.48",GLF,Regional
819,3009,辽宁省大连交通大学教育基金会,4.0,,0.0,0.0,非公募,2012年01月04日,,未参评,1110000,0,0.00,"7,322,562.38",GLF,Regional
820,3010,辽宁省大连海事大学博联助学基金会,0.0,,0.0,0.0,非公募,2008年01月08日,,3A,817060,2810,0.00,"7,545,208.09",GLF,Regional
821,3011,辽宁省大连海事大学教育发展基金会,0.0,,0.0,0.0,非公募,2010年12月30日,,未参评,6063030.8,800000,0.00,"15,769,346.67",GLF,Regional
822,3012,辽宁省大连海洋大学教育发展基金会,2.0,,0.0,0.0,非公募,2010年11月15日,,4A,0,414000,0.00,"3,193,488.59",GLF,Regional
823,3013,辽宁省大连理工大学教育发展基金会,3.0,,0.0,0.0,非公募,2009年03月09日,,3A,23518840.22,5697211.01,0.00,"50,624,594.23",GLF,Regional
824,3014,辽宁省妇女儿童基金会,0.0,,2.0,0.0,公募,2005年06月06日,,,"2,094,568.10","339,423.03",0.00,"11,354,890.43",GLF,Regional
825,3015,辽宁省抚顺市爱心教育基金会,3.0,,0.0,0.0,非公募,2005年12月15日,,3A,0,1721965,0.00,"3,241,865.13",GLF,Regional
826,3016,辽宁省教育基金会,4.0,,0.0,0.0,公募,1988年09月10日,,5A,5371030,0,0.00,"24,416,297.19",GLF,Regional
827,3017,辽宁省残疾人福利基金会,3.0,,0.0,0.0,公募,1985年04月29日,,3A,631406.9,11939423.2,0.00,"7,770,792.18",GLF,Regional
828,3018,辽宁省沈阳农业大学教育基金会,0.0,,0.0,0.0,非公募,2012年03月12日,,未参评,5126290,917052.71,0.00,"24,707,462.85",GLF,Regional
829,3019,辽宁省沈阳化工大学教育基金会,0.0,,0.0,0.0,非公募,2012年05月14日,,未参评,40000,0,0.00,"3,068,176.28",GLF,Regional
830,3020,辽宁省沈阳师范大学教育基金会,0.0,,0.0,0.0,非公募,2010年05月05日,,未参评,0,90000,0.00,"5,355,131.37",GLF,Regional
831,3021,辽宁省沈阳理工大学教育基金会,0.0,,0.0,0.0,非公募,2011年09月01日,,未参评,0,360094.1,0.00,"4,634,277.74",GLF,Regional
832,3022,辽宁省红十字基金会,1.0,,0.0,0.0,公募,2013年01月04日,,未参评,4825156.74,258520,0.00,"4,751,048.62",GLF,Regional
833,3023,辽宁省老年基金会,4.0,,0.0,0.0,公募,2011年05月04日,,3A,0,0,0.00,"10,340,087.26",GLF,Regional
834,3025,辽宁省见义勇为基金会,4.0,,0.0,1.0,公募,1997年06月09日,,3A,0,0,"2,644,753.32","5,850,133.52",GLF,Regional
835,3026,辽宁省辽宁大学教育基金会,2.0,,0.0,0.0,非公募,2012年02月23日,,未参评,10284696.8,565960,0.00,"13,326,278.86",GLF,Regional
836,3028,辽宁省辽宁工程技术大学教育基金会,6.0,,0.0,0.0,非公募,2009年07月29日,,4A,100000,50000,0.00,"10,703,637.04",GLF,Regional
837,3029,辽宁省辽宁师范大学教育基金会,1.0,,0.0,0.0,非公募,2011年06月20日,,未参评,288418,0,0.00,"3,546,347.04",GLF,Regional
838,3030,辽宁省辽宁水利职业学院教育基金会,0.0,,0.0,0.0,非公募,2013年12月27日,,未参评,163600,0,0.00,"2,060,196.97",GLF,Regional
839,3031,辽宁省辽宁石油化工大学教育发展基金会,3.0,,0.0,0.0,非公募,2011年07月15日,,3A,0,2115586.91,0.00,"5,068,303.64",GLF,Regional
840,3032,辽宁省闽商公益基金会,6.0,,0.0,0.0,非公募,2012年08月29日,,未参评,5267155,2360000,0.00,"12,561,021.11",GLF,Regional
841,3033,辽宁省青少年发展基金会,7.0,,0.0,0.0,公募,1997年07月07日,,5A,7832497.23,0,0.00,"14,171,666.41",GLF,Regional
842,3034,辽宁省青年创业基金会,4.0,,2.0,0.0,公募,2008年06月24日,,未参评,0,4500000,0.00,"11,062,268.28",GLF,Regional
843,3036,辽源市公安民警优抚基金会,6.0,,8.0,0.0,非公募,2011年11月11日,,,0.00,0.00,0.00,"9,783,283.75",GLF,Regional
844,3037,辽源市兴学弘泰教育基金会,4.0,,0.0,0.0,非公募,2013年10月29日,,未参评,0,10900,0.00,"2,407,010.12",GLF,Regional
845,3038,辽源市平安基金会,6.0,,5.0,0.0,非公募,2012年05月18日,,,0.00,"10,175,000.00",0.00,"21,694,457.53",GLF,Regional
846,3039,辽源市见义勇为基金会,6.0,,4.0,0.0,公募,2011年03月24日,,未参评,0,106100,0.00,"9,097,915.3",GLF,Regional
847,3040,辽阳辽化教育奖励基金会,3.0,,0.0,0.0,公募,1990年01月01日,,3A,0,0,0.00,"4,045,990.46",GLF,Regional
848,3057,通化市公安民警优抚基金会,0.0,,3.0,0.0,非公募,2012年10月22日,,未参评,0,0,0.00,"2,176,040.16",GLF,Regional
849,3067,郑州市法律援助基金会,7.0,,0.0,0.0,公募,2013年01月18日,,未参评,0,1300,"2,000,000.00","13,856,245.01",GLF,Regional
850,3081,重庆光彩事业基金会,2.0,,0.0,0.0,公募,2013年01月25日,,未参评,0,11810000,0.00,"6,637,600.04",GLF,Regional
851,3082,重庆协信公益基金会,1.0,,0.0,0.0,非公募,2012年12月06日,,未参评,0,3768888,0.00,"2,115,317.21",NGF,Regional
852,3083,重庆大学教育发展基金会,9.0,,0.0,0.0,非公募,2013年03月05日,,未参评,19296468.59,595762,"2,401,268.00","129,036,298.67",GLF,National
853,3084,重庆大德公益基金会,4.0,,0.0,0.0,公募,2013年10月10日,,未参评,0,1846045.75,0.00,"6,358,396.86",NGF,Regional
854,3085,重庆市万州区教育基金会,3.0,,0.0,0.0,非公募,2011年09月02日,,3A,2564299.5,6476000,0.00,"17,486,641.66",GLF,Regional
855,3088,重庆市南川区教育基金会,1.0,,0.0,0.0,非公募,2010年07月07日,,2A,580000,0,0.00,"2,240,361.37",GLF,Regional
856,3089,重庆市卢作孚教育基金会,2.0,,0.0,1.0,非公募,2010年06月12日,,3A,1342430.72,0,0.00,"4,269,837.79",NGF,Regional
857,3090,重庆市开县教育基金会,4.0,,0.0,0.0,非公募,2013年02月05日,,4A,1663300,2300,"100,000.00","17,066,730.05",GLF,Regional
858,3091,重庆市彭水教育基金会,5.0,,0.0,0.0,非公募,2012年06月07日,,4A,2928573,483500,"150,000.00","6,499,962.69",GLF,Regional
859,3092,重庆市武隆县扶贫基金会,3.0,,0.0,0.0,公募,2012年12月05日,,3A,620000,19502642.5,0.00,"10,685,342.44",GLF,Regional
860,3093,重庆市沈铁梅文化发展基金会,1.0,,0.0,0.0,非公募,2013年03月18日,,未参评,0,115000,0.00,"2,063,622.61",NGF,Regional
861,3094,重庆市科技事业发展基金会,2.0,,0.0,0.0,非公募,2011年12月27日,,2A,0,500000,"100,000.00","2,877,967.28",GLF,Regional
862,3095,重庆市科普发展基金会,2.0,,0.0,0.0,公募,2013年02月20日,,未参评,0,400000,"640,000.00","4,625,336.29",GLF,Regional
863,3096,重庆市老年事业发展基金会,7.0,,0.0,1.0,公募,2010年08月05日,,3A,9879607.95,43000,"3,500,000.00","7,880,598.15",GLF,Regional
864,3098,重庆市青年志愿服务基金会,3.0,,2.0,0.0,公募,2013年04月24日,,未参评,0,1039755.95,0.00,"7,109,136.5",GLF,Regional
865,3099,重庆师范大学教育发展基金会,4.0,,0.0,0.0,非公募,2011年12月27日,,2A,0,840095,0.00,"7,601,054.62",GLF,Regional
866,3100,重庆社会救助基金会,8.0,,0.0,0.0,公募,2011年08月18日,,未参评,850000,0,"12,040,000.00","13,691,094.28",GLF,Regional
867,3101,重庆西南大学教育基金会,6.0,,0.0,0.0,非公募,2011年08月18日,,5A,0,19125685.86,"150,000.00","52,413,818.86",GLF,Regional
868,3102,重庆西南政法大学教育基金会,1.0,,0.0,0.0,非公募,2012年05月10日,,未参评,0,66372.15,0.00,"6,737,695.96",GLF,Regional
869,3103,重庆邮电大学教育基金会,2.0,,0.0,0.0,非公募,2012年11月09日,,未参评,2588288,0,0.00,"10,108,165.76",GLF,Regional
870,3104,重庆金平法学教育基金会,1.0,,0.0,0.0,非公募,2010年08月20日,,2A,0,2978800.02,0.00,"6,381,953.03",GLF,Regional
871,3116,金龙鱼慈善公益基金会,8.0,,0.0,0.0,非公募,2013年02月16日,,未参评,1718872,16000000,0.00,"30,301,528.1",NGF,National
872,3118,铁岭市公安民警救助基金会,3.0,,0.0,0.0,公募,2009年12月15日,,2A,0,1892000,0.00,"7,075,664.27",GLF,Regional
873,3122,锦州市公安民警救助基金会,2.0,,0.0,0.0,公募,2009年06月30日,,未参评,0,393700,0.00,"10,671,948.51",GLF,Regional
874,3130,长春工业大学人文信息学院陈坚奖学基金会,3.0,,0.0,0.0,非公募,2011年04月18日,,,0,100000,0.00,"2,043,181.48",NGF,Regional
875,3132,长春市公安民警优抚基金会,0.0,,5.0,0.0,公募,2011年12月09日,,未参评,0,0,0.00,"10,005,889.19",GLF,Regional
876,3134,长春市残疾人福利基金会,4.0,,3.0,0.0,公募,1985年07月01日,,4A,0.00,"6,460,157.20",0.00,"6,119,560.11",GLF,Regional
877,3135,长春市见义勇为基金会,4.0,,7.0,0.0,公募,1997年07月02日,,3A,0,1712400,0.00,"4,822,962.61",GLF,Regional
878,3136,长春市青少年发展基金会,2.0,,4.0,0.0,非公募,2005年10月17日,,,"100,000.00",0.00,0.00,"2,050,173.36",GLF,Regional
879,3137,长春师范大学教育基金会,2.0,,0.0,0.0,非公募,2009年11月23日,,未参评,670030,0,0.00,"17,675,548.55",GLF,Regional
880,3138,长春建筑学院教育基金会,2.0,,0.0,0.0,非公募,2010年06月30日,,3A,85933.5,2670000,0.00,"10,132,044.55",GLF,Regional
881,3139,长春理工大学教育基金会,3.0,,5.0,0.0,非公募,2011年06月21日,,未参评,1022489.79,10000,0.00,"15,361,868.74",GLF,Regional
882,3146,长沙市教育基金会,3.0,,0.0,0.0,公募,1996年10月10日,,5A,46185000,3222500,"700,000.00","119,750,062.97",GLF,Regional
883,3152,闽都中小银行教育发展基金会,0.0,,0.0,0.0,非公募,2009年01月22日,,未参评,0,39606200,0.00,"107,306,010.98",NGF,Regional
884,3154,阜新市公安民警救助基金会,0.0,,3.0,0.0,公募,2012年10月25日,,未参评,810000,121000,0.00,"6,311,782.36",GLF,Regional
885,3158,阿里巴巴公益基金会,6.0,,0.0,0.0,非公募,2011年12月22日,,3A,0,122145000,0.00,"50,345,825.41",NGF,National
886,3160,陈嘉庚科学奖基金会,3.0,,0.0,4.0,非公募,2003年02月20日,,2A,0,3000000,0.00,"45,486,785.84",GLF,National
887,3161,陈香梅公益基金会,13.0,,0.0,0.0,非公募,2010年06月22日,,3A,14147428.92,6641328.21,0.00,"25,553,617.42",NGF,National
888,3206,陕西省红十字基金会,6.0,,0.0,0.0,公募,2009年03月31日,,3A,0,4521956.73,0.00,"15,309,657.59",GLF,Regional
889,3221,陕西纯山教育基金会,9.0,,0.0,0.0,非公募,2006年09月15日,,4A,4994339.39,130489.14,0.00,"5,165,874.25",NGF,Regional
890,3228,陶行知教育基金会,7.0,,0.0,1.0,非公募,2013年02月27日,,未参评,34102500,6000,0.00,"21,657,065.23",GLF,National
891,3232,霞浦县振兴教育基金会,2.0,,0.0,0.0,非公募,2012年10月30日,,未参评,0,500000,"1,300,000.00","14,302,881.42",GLF,Regional
892,3233,青岛农业大学教育发展基金会,1.0,,0.0,0.0,非公募,2012年05月30日,,未参评,1143000,0,0.00,"2,971,358.4",GLF,Regional
893,3234,青岛大学教育发展基金会,0.0,,0.0,0.0,非公募,2011年12月06日,,未参评,3433350,0,0.00,"5,099,024.22",GLF,Regional
894,3235,青岛市华泰公益基金会,1.0,,0.0,0.0,非公募,2011年10月19日,,3A,0,200000,0.00,"2,054,075.15",NGF,Regional
895,3236,青岛市天泰公益基金会,2.0,,0.0,0.0,非公募,2010年01月09日,,未参评,0,300251.14,0.00,"71,186,366.11",NGF,Regional
896,3237,青岛市教育发展基金会,3.0,,0.0,0.0,公募,1995年09月10日,,未参评,37194133.19,21266.66,0.00,"104,063,347.68",GLF,Regional
897,3238,青岛市残疾人福利基金会,7.0,,1.0,0.0,公募,1989年02月24日,,未参评,0,4112090.12,0.00,"6,547,503.34",GLF,Regional
898,3239,青岛市残疾儿童医疗康复基金会,2.0,,0.0,0.0,公募,1996年12月24日,,未参评,737950,115466,0.00,"6,616,489.64",GLF,Regional
899,3240,青岛市爱国健身公益基金会,0.0,,0.0,0.0,非公募,2010年08月31日,,未参评,0,0,0.00,"904,392.91",NGF,Regional
900,3242,青岛市见义勇为基金会,3.0,,2.0,0.0,公募,2007年12月27日,,未参评,469000,0,"1,600,000.00","8,176,290.52",GLF,Regional
901,3243,青岛市青少年发展基金会,1.0,,2.0,0.0,公募,1994年01月20日,,未参评,8749520.88,488469.27,0.00,"8,232,515.36",GLF,Regional
902,3245,青岛滨海学院教育发展基金会,3.0,,0.0,0.0,非公募,2008年02月01日,,未参评,0,11939330,0.00,"85,509,291.99",NGF,Regional
903,3246,青岛科技大学教育发展基金会,4.0,,3.0,0.0,非公募,2011年12月30日,,,1280000.14,91781.4,0.00,"4,504,590.79",GLF,Regional
904,3247,青岛绿华资源利用基金会,4.0,,0.0,0.0,公募,1996年06月18日,,未参评,0,410000,0.00,"12,476,246.55",GLF,Regional
905,3250,青海冬虫夏草与人类健康研究发展基金会,0.0,,0.0,0.0,非公募,2009年06月03日,,未参评,0,1100000,0.00,"2,139,701.68",NGF,Regional
906,3251,青海省天佑德教育基金会,0.0,,0.0,0.0,非公募,2012年06月20日,,未参评,0,2100000,0.00,"3,228,951.54",NGF,Regional
907,3252,青海妇女儿童发展基金会,1.0,,2.0,0.0,公募,2010年12月24日,,未参评,0,7055953.64,0.00,"11,472,749.49",GLF,Regional
908,3258,青海省教育发展基金会,4.0,,0.0,0.0,公募,2010年10月09日,,3A,1992000,505957.5,0.00,"6,334,049.46",GLF,Regional
909,3260,青海省残疾人福利基金会,1.0,,2.0,0.0,公募,1988年10月05日,,未参评,0,4480000,0.00,"6,048,108.96",GLF,Regional
910,3262,青海省治理荒漠化基金会,2.0,,0.0,0.0,公募,2012年01月05日,,未参评,0,0,"-15,000.00","1,337,497.2",GLF,Regional
911,3264,青海省玉树州困难职工帮扶基金会,1.0,,1.0,0.0,公募,2011年11月25日,,未参评,0,0,0.00,"3,406,081.97",GLF,Regional
912,3265,青海省福瑞慈善基金会,0.0,,1.0,0.0,公募,2007年12月19日,,未参评,11503422.9,0,0.00,"8,418,302.55",NGF,Regional
913,3268,青海省贫困学生助学基金会,5.0,,1.0,1.0,公募,2001年06月16日,,未参评,0,800000,0.00,"5,235,836.90",GLF,Regional
914,3268,青海省贫困学生助学基金会,5.0,,1.0,1.0,公募,2001年06月16日,,未参评,0,800000,0.00,"5,235,836.9",GLF,Regional
915,3269,青海省雪域仁济慈善基金会,6.0,,0.0,0.0,非公募,2008年12月17日,,3A,7374580,2617690,0.00,"2,014,255.95",NGF,Regional
916,3270,青海省青少年发展基金会,6.0,,2.0,0.0,公募,1991年02月01日,,未参评,10954594.31,64,"420,000.00","24,263,287.76",GLF,Regional
917,3273,青田县人民教育基金会,3.0,,0.0,0.0,公募,1984年08月03日,,未参评,1320243.27,0,0.00,"13,090,024.56",GLF,Regional
918,3276,鞍山市公安民警英烈救助基金会,1.0,,2.0,0.0,公募,2012年10月25日,,未参评,0,437500,0.00,"5,039,970.47",GLF,Regional
919,3277,鞍山市教育基金会,2.0,,0.0,0.0,公募,2006年04月01日,,未参评,0,1080500,0.00,"7,365,240.06",GLF,Regional
920,3278,鞍山市见义勇为基金会,2.0,,0.0,0.0,公募,2013年08月08日,,未参评,0,0,"90,000.00","3,734,071.63",GLF,Regional
921,3279,韩美林艺术基金会,2.0,,0.0,0.0,非公募,2013年03月14日,,未参评,0,620000,0.00,"21,178,980.86",NGF,National
922,3280,韬奋基金会,12.0,,0.0,1.0,非公募,1986年09月12日,,3A,43117462.61,0,0.00,"97,315,489.67",GLF,National
923,3284,顺丰公益基金会,6.0,,0.0,0.0,非公募,2012年12月17日,,未参评,0,30010668.6,0.00,"30,838,988.01",NGF,National
924,3290,香江社会救助基金会,3.0,,0.0,0.0,非公募,2005年06月14日,,4A,6402331,40024000,0.00,"106,669,738.36",NGF,National
925,3291,马海德基金会,0.0,,0.0,0.0,非公募,1989年12月26日,,1A,0,436598.93,0.00,"8,390,097.23",NGF,National
